first_id,first_name,second_id,second_name,third_id,third_name
12,强化练习,66,临床医学,544,女性生殖系统（A1/A2型题1）
12,强化练习,66,临床医学,545,女性生殖系统（A1/A2型题2）
12,强化练习,66,临床医学,554,女性生殖系统（A2型题）
12,强化练习,66,临床医学,874,女性生殖系统（A3/A4型题）
12,强化练习,66,临床医学,875,女性生殖系统（B1型题）
12,强化练习,66,临床医学,514,血液系统
12,强化练习,66,临床医学,515,代谢、内分泌系统
12,强化练习,66,临床医学,516,精神、神经系统疾病（A1型题）
12,强化练习,66,临床医学,877,精神、神经系统疾病（A1/A2型题）
12,强化练习,66,临床医学,878,精神、神经系统疾病（A2型题）
12,强化练习,66,临床医学,889,精神、神经系统疾病（A3/A4型题）
12,强化练习,66,临床医学,893,精神、神经系统疾病（B1型题）
12,强化练习,66,临床医学,518,运动系统
12,强化练习,66,临床医学,519,风湿免疫性疾病
12,强化练习,66,临床医学,520,儿科疾病（A1型题）
12,强化练习,66,临床医学,546,儿科疾病（A1/A2型题1）
12,强化练习,66,临床医学,547,儿科疾病（A1/A2型题2）
12,强化练习,66,临床医学,555,儿科疾病（A2型题）
12,强化练习,66,临床医学,879,儿科疾病（A3/A4型题）
12,强化练习,66,临床医学,890,儿科疾病（B1型题）
12,强化练习,66,临床医学,521,传染病学与性传播疾病
12,强化练习,66,临床医学,522,其他
12,强化练习,66,临床医学,523,外科总论（A1/A2型题）
12,强化练习,66,临床医学,548,外科总论（A3/A4型题）
12,强化练习,66,临床医学,556,外科总论（B1型题）
12,强化练习,66,临床医学,524,症状与体征
12,强化练习,69,人文医学,531,医学心理学
12,强化练习,69,人文医学,532,卫生法规
12,强化练习,69,人文医学,533,医学伦理学
7,模拟试题,19,第一单元,587,模拟试题一
7,模拟试题,19,第一单元,588,模拟试题二
7,模拟试题,19,第一单元,589,模拟试题三
7,模拟试题,20,第二单元,590,模拟试题一
7,模拟试题,20,第二单元,591,模拟试题二
7,模拟试题,20,第二单元,592,模拟试题三
7,模拟试题,21,第三单元,593,模拟试题一
7,模拟试题,21,第三单元,594,模拟试题二
7,模拟试题,21,第三单元,595,模拟试题三
7,模拟试题,22,第四单元,596,模拟试题一
7,模拟试题,22,第四单元,597,模拟试题二
7,模拟试题,22,第四单元,598,模拟试题三
3,历年真题,18,历年真题,897,2017年真题第一单元
3,历年真题,18,历年真题,898,2017年真题第二单元
3,历年真题,18,历年真题,899,2017年真题第三单元
3,历年真题,18,历年真题,900,2017年真题第四单元
3,历年真题,18,历年真题,581,2016年真题 第一单元
3,历年真题,18,历年真题,582,2016年真题 第二单元
3,历年真题,18,历年真题,583,2016年真题 第三单元
3,历年真题,18,历年真题,584,2016年真题 第四单元
3,历年真题,18,历年真题,534,2015年真题 第一单元
3,历年真题,18,历年真题,535,2015年真题 第二单元
3,历年真题,18,历年真题,536,2015年真题 第三单元
3,历年真题,18,历年真题,537,2015年真题 第四单元
3,历年真题,18,历年真题,33,2014年真题 第一单元
3,历年真题,18,历年真题,61,2014年真题 第二单元
3,历年真题,18,历年真题,98,2014年真题 第三单元
3,历年真题,18,历年真题,125,2014年真题 第四单元
3,历年真题,18,历年真题,151,2013年真题 第一单元
3,历年真题,18,历年真题,178,2013年真题 第二单元
3,历年真题,18,历年真题,203,2013年真题 第三单元
3,历年真题,18,历年真题,227,2013年真题 第四单元
3,历年真题,18,历年真题,246,2012年真题 第一单元
3,历年真题,18,历年真题,265,2012年真题 第二单元
3,历年真题,18,历年真题,281,2012年真题 第三单元
3,历年真题,18,历年真题,293,2012年真题 第四单元
3,历年真题,18,历年真题,307,2011年真题 第一单元
3,历年真题,18,历年真题,318,2011年真题 第二单元
3,历年真题,18,历年真题,328,2011年真题 第三单元
3,历年真题,18,历年真题,338,2011年真题 第四单元
3,历年真题,18,历年真题,347,2010年真题 第一单元
3,历年真题,18,历年真题,355,2010年真题 第二单元
3,历年真题,18,历年真题,362,2010年真题 第三单元
3,历年真题,18,历年真题,367,2010年真题 第四单元
