Title,Explain,TestPoint,Answer,OptionA,OptionB,OptionC,OptionD,OptionE,StyleType,AllTestID,ATestID,SrcID,SbjID,CptID,章节名称,科目名称,试题名称
依据《侵权责任法》，医务人员实施手术前应当向患者说明的事项是,"医务人员在实施手术前应当向患者交代替代医疗方案。
　　【避错】《侵权责任法》第55条规定：“医务人员在诊疗活动中应当向患者说明病情和医疗措施。需要实施手术、特殊检查、特殊治疗的，医务人员应当及时向患者说明医疗风险、替代医疗方案等情况，并取得其书面同意；不宜向患者说明的，应当向患者的近亲属说明，并取得其书面同意。医务人员未尽到前款义务，造成患者损害的，医疗机构应当承担赔偿责任。”",,C,医疗纠纷处理方式,隐私保密要求,替代医疗方案,承担赔偿责任的情形,复印病例资料范围,ATEST,43024652,,3,18,898,历年真题,历年真题,2017年真题第二单元
有关同工酶概念的叙述，错误的是,"同工酶是指催化相同的化学反应，但其酶蛋白的分子结构、理化性质乃至免疫学性能等方面都存在一定差异的一组酶。
　　【避错】同工酶常由几个亚基组成，不同器官的同工酶谱不同，同工酶的理化性质、免疫学性质不同。",,D,同工酶常由几个亚基组成,不同器官的同工酶谱不同,同工酶的理化性质不同,同工酶催化不同的底物反应,同工酶的免疫学性质不同,ATEST,43024653,,3,18,898,历年真题,历年真题,2017年真题第二单元
不参与ADCC作用的免疫分子是,"补体不参与抗体依赖的细胞介导的细胞毒性作用。
　　【避错】抗体依赖的细胞介导的细胞毒性作用（ADCC）作用过程：IgG抗体与靶细胞表面的抗原决定簇特异性地结合；之后自然杀伤细胞（NK细胞）借助其表面相应的受体与结合在靶细胞上的IgG Fc段结合：活化的NK细胞释放穿孔素、颗粒酶等细胞毒物质杀伤靶细胞；靶细胞发生细胞凋亡，抗体被肝处理。",,A,补体,Fc受体,免疫球蛋白,颗粒酶,穿孔素,ATEST,43024654,,3,18,898,历年真题,历年真题,2017年真题第二单元
不会出现肉芽肿性病变的疾病是,"肉芽肿性病变是一种特殊的增生性病变，以肉芽肿形成为其特点，多为特殊类型的慢性炎症。细菌性痢疾为纤维素性炎，不出现肉芽肿性病变。
　　【避错】记忆口诀：“肉”体“结”合的“梅毒”和“血吸虫”很“伤”心。",,B,结节病,细菌性痢疾,结核病,血吸虫病,伤寒,ATEST,43024655,,3,18,898,历年真题,历年真题,2017年真题第二单元
有助于患者记忆的信息沟通方式不包括,"医患沟通时使用医学专业术语不利于患者理解记忆。
　　【避错】医患沟通时应避免强求沟通对象即时接受事实；避免使用易刺激对方情绪的语气和语言；避免过多使用对方不易听懂的专业词汇；避免刻意改变对方的观点，避免压抑对方的情绪。",,A,规范使用医学缩略术语,指导问题力求具体,重要医嘱首先提出,语言表达通俗易懂,归纳总结医嘱内容,ATEST,43024656,,3,18,898,历年真题,历年真题,2017年真题第二单元
相对于一般契约关系而言，医生在医患关系负有更重的义务，但这些义务中不包括,"医生应保护患者隐私，无披露义务。
　　【避错】在医患间契约关系中医生对患者有保密义务而非披露义务。",,C,监督义务,保密义务,披露义务,注意义务,忠实义务,ATEST,43024657,,3,18,898,历年真题,历年真题,2017年真题第二单元
关于经济因素对健康的影响，不正确的说法是,"人群收入的绝对水平并不能决定经济对健康的影响程度。
　　【避错】收入差距对健康的影响经济因素对人群健康的影响是多方面的，也是错综复杂的。一个社会中收入的公平性决定了社会经济状况对健康的影响程度。",,C,经济因素对健康的影响是多方面的,单纯注重经济增长将危害人类的健康,人群收入的绝对水平决定着经济对健康的影响程度,经济的发展应与社会发展及促进人类健康水平同步,人群的健康水平影响经济的发展,ATEST,43024658,,3,18,898,历年真题,历年真题,2017年真题第二单元
符合早期胃癌诊断条件的是,"癌组织未累及肌层的胃癌均为早期胃癌。
　　【避错】癌组织浸润仅限于黏膜层及黏膜下层者均属早期胃癌，判断早期胃癌的标准不是其面积的大小和是否有局部淋巴结转移，而是其深度。",,B,肿瘤仅限于胃窦,癌未累及肌层,肿瘤直径小于0.5cm,黏膜皱襞消失,肿瘤直径小于1cm,ATEST,43024659,,3,18,898,历年真题,历年真题,2017年真题第二单元
α-酮酸可转变生成的物质是,"α-酮酸可经三羧酸循环彻底氧化成CO[XB2.gif]和H[XB2.gif]O，并释放能量。
　　【避错】α-酮酸的去路包括：①生成非必须氨基酸；②氧化成CO[XB2.gif]和H[XB2.gif]O，生成ATP；③转化成糖和脂类化合物。",,A,CO[XB2.gif]和H[XB2.gif]O,营养必须脂肪酸,维生素A,营养必须氨基酸,维生素E,ATEST,43024660,,3,18,898,历年真题,历年真题,2017年真题第二单元
用酒精给高热患者擦浴的散热方式是,"酒精的沸点低，蒸发快，可以通过蒸发带走热量达到散热的目的，属于蒸发散热。
　　【避错】①传导散热是指机体的热量直接传给与之接触的温度较低物体的一种散热方式。临床上更为常用的冰袋降温属于传导散热。②辐射散热是指人体以热射线的形式将体热传给外界较冷物质的一种散热方式。③对流散热是指通过气体流动进行热量交换的一种散热方式。④不感蒸发是指体液的水分从皮肤和黏膜（主要是呼吸道黏膜）表面不断渗出而被汽化的形式。",,A,蒸发散热,辐射散热,不感蒸发散热,传导散热,对流散热,ATEST,43024661,,3,18,898,历年真题,历年真题,2017年真题第二单元
负责向社会发布突发公共卫生事件信息的法定单位是,"国务院卫生计生部门的新闻发布人负责向社会发布突发公共卫生事件信息。
　　【避错】《突发公共卫生事件应急条例》第25条，国家建立突发事件的信息发布制度，国务院卫生行政主管部门负责向社会发布突发事件的信息。必要时，可以授权省、自治区、直辖市人民政府卫生行政主管部门向社会发布本行政区域内突发事件的信息。",,C,县级人民政府,省级人民政府,国务院卫生计生行政部门,国务院新闻办公室,设区的市级人民政府,ATEST,43024662,,3,18,898,历年真题,历年真题,2017年真题第二单元
琥珀酸氧化呼吸链不含有的组分是,"琥珀酸氧化呼吸链不含有FMN，它属于NADH氧化呼吸链中的成分。
　　【避错】两条呼吸链的排列顺序：①NADH氧化呼吸链：NADH→FMN→Fe-S→CoQ→Cyt b→Fe-S→Cyt c[XB1.gif]→Cyt c→Cu[XBA.gif]→Cyt a→Cu[XBB.gif]→Cyt a[XB3.gif]→O[XB2.gif]。②琥珀酸氧化呼吸链（FADH氧化呼吸链）：琥珀酸→FAD→Fe-S→CoQ→Cyt b→Fe-S→Cyt c[XB1.gif]→Cyt c→Cu[XBA.gif]→Cyt a→Cu[XBB.gif]→Cyt a[XB3.gif]→O[XB2.gif]。",,A,FMN,CoQ,Cyt c,Cyt b,Cyt C[XB1.gif],ATEST,43024663,,3,18,898,历年真题,历年真题,2017年真题第二单元
属于医务人员自我道德评价方式的是,"信念的自我评价是人们依照某种观念、原则和理想等形成的信念，对自己的医疗行为自觉做出医德上的自我肯定或否定。内心信念是医务人员自我道德评价方式。
　　【避错】医学道德的评价方法有：社会舆论、传统习俗和内心信念。",,B,慎独,内心信念,传统习俗,名誉,社会舆论,ATEST,43024664,,3,18,898,历年真题,历年真题,2017年真题第二单元
抗菌药物的细菌耐药率超过一定的百分比时，慎重经验用药，该百分比是,"细菌的耐药性>40%时，应当慎重经验用药。
　　【避错】医疗机构应当开展细菌耐药监测工作，建立细菌耐药预警机制：①主要目标细菌耐药率>30%的抗菌药物，应当将预警信息通报本机构医务人员；②主要目标细菌耐药率>40%的抗菌药物，应当慎重经验用药；③主要目标细菌耐药率>50%的抗菌药物，应当参照药敏试验结果选用；④主要目标细菌耐药率>75%的抗菌药物，应当暂停针对此目标细菌的临床应用。",,D,50%,20%,10%,40%,30%,ATEST,43024665,,3,18,898,历年真题,历年真题,2017年真题第二单元
临床预防服务的主要内容不包括,"临床预防服务的内容主要是疾病的预防和制定健康教育计划，而非药物治疗。
　　【避错】临床预防服务的内容包括：①求医者的健康咨询；②健康筛检；③免疫接种；④化学预防。",,E,化学预防,筛查,健康咨询,免疫接种,药物治疗,ATEST,43024666,,3,18,898,历年真题,历年真题,2017年真题第二单元
帕金森病患者可出现症状是,"帕金森病属于锥体外系病变，主要导致肌张力增高、患者出现静止性震颤，这是其最典型的表现。
　　【避错】意向性震颤见于小脑病变。运动共济失调为脊髓小脑束受损表现。",,A,静止性震颤,意向性震颤,运动共济失调,骨骼肌张力降低,皮肤感觉迟钝,ATEST,43024667,,3,18,898,历年真题,历年真题,2017年真题第二单元
目前我国提倡的活体供体器官获取的方式是,"器官移植和献血都提倡自愿。
　　【避错】在我国，买卖人体器官是违法行为。",,C,自由买卖,推定同意,自愿捐献,家属决定,医生强制,ATEST,43024668,,3,18,898,历年真题,历年真题,2017年真题第二单元
医生在诊疗过程中经常对患者使用医学专业术语，使患者难以理解，容易造成误解。这种医患交流的问题属于,"医学专业由于专业性强，晦涩难懂，不能被患者所理解，导致医患之间沟通障碍。
　　【避错】医患沟通时避免过多使用对方不易听懂的专业词汇，设想一个阑尾炎患者，你如果问他麦氏点有没有压痛，会让人哭笑不得。",,B,回忆不良,沟通障碍,信息缺乏,同情不够,依从性差,ATEST,43024669,,3,18,898,历年真题,历年真题,2017年真题第二单元
医患关系的实质是,"医患关系是建立在平等基础上的契约关系；医患关系是以社会主义法制为保障建立起来的信托关系。
　　【避错】医患关系是医务人员与患者在医疗过程中产生的特定医治关系，其本质是具有契约性质的信托关系。",,B,具有经济性质的商业关系,具有契约性质的信托关系,具有法律性质的契约关系,具有市场性质的交换关系,具有宗教性质的文化关系,ATEST,43024670,,3,18,898,历年真题,历年真题,2017年真题第二单元
免疫标记降钙素阳性的甲状腺肿瘤是,"甲状腺髓样癌是起源于甲状腺滤泡旁分泌细胞的恶性肿瘤，90%的肿瘤分泌降钙素。术前检查降钙素大于100ng/L，基本可以诊断为甲状腺髓样癌。
　　【避错】降钙素是甲状腺的滤泡旁细胞产生和分泌，主要生理功能是降低血钙、血磷的水平，其增高对起源于滤泡旁细胞的甲状腺髓样癌的诊断、判断手术疗效和观察术后复发等有重要意义。",,C,梭形细胞癌,滤泡腺癌,髓样癌,巨细胞癌,乳头状癌,ATEST,43024671,,3,18,898,历年真题,历年真题,2017年真题第二单元
即可通过水平传播，也可通过垂直传播的疾病是,"乙型肝炎既可以母亲传给儿女（垂直传播），又可以传给其他人（水平传播）。
　　【避错】病毒的传播方式有水平传播和垂直传播两种，前者是指病毒在人群个体之间的传播，后者是指病毒从母体经过胎盘或产道传染给胎儿的传播。通过垂直传播和母婴传播疾病主要是艾滋病、乙肝和梅毒。",,E,麻疹,流行性感冒,流行性脑脊髓膜炎,甲型肝炎,乙型肝炎,ATEST,43024672,,3,18,898,历年真题,历年真题,2017年真题第二单元
吗啡和哌替啶的共同作用不包括,"吗啡和哌替啶都是阿片受体激动剂，主要具有以下特点：①通过模拟内源性抗痛物质脑啡肽的作用，激动中枢神经阿片受体而产生强大的镇痛作用。②在镇痛的同时有明显的镇静作用，改善疼痛患者的紧张情绪。⑧可抑制呼吸中枢。④可抑制咳嗽中枢，产生镇咳作用。⑤可兴奋平滑肌，使肠道平滑肌张力增加而导致便秘，可使胆道、输尿管、支气管平滑肌张力增加。⑥可促进内源性组织胺释放而导致外周血管扩张、血压下降，脑血管扩张、颅内压增高。⑦有镇吐、缩瞳等作用。⑧长期使用可产生依赖性。
　　【避错】哌替啶不能止泻，阿托品可止泻。",,B,体位性低血压,止泻,抑制呼吸,镇痛,成瘾性,ATEST,43024673,,3,18,898,历年真题,历年真题,2017年真题第二单元
某心理治疗师婉拒了一位正在接受其治疗的患者请其吃饭的邀请。该心理治疗师的这一行为所遵循的心理治疗原则是,"关系限定原则指心理治疗师在临床工作中应该按照本专业的道德规范与患者建立良好的治疗关系。不得利用患者对医生的信任或依赖谋取私利，不得与患者发展专业工作以外的关系。
　　【避错】心理治疗医患之间的相处原则还包括：患者资料要保密，问两个对立的问题要中立，看见亲属就回避，对待患者要真诚。",,B,保密原则,关系限定原则,真诚原则,客观中立原则,回避原则,ATEST,43024674,,3,18,898,历年真题,历年真题,2017年真题第二单元
计算患病率的分子是,"患病率也称现患率，是指某特定时间内总人口中某病新旧病例所占比例。
　　【避错】患病率的分子为特定时间一定人群中某病新旧病例数，不管它是新发病还是旧病，只要是特定时间内疾病尚未痊愈，就记为病例数。发病率的分子为一定期间暴露人群中新病例人数。",,B,观察期间某病的暴露人口数,观察期间某病的新旧病例数,观察期间某病的新发病例数,观察开始之前某病的患病人数,观察期间所有人口数,ATEST,43024675,,3,18,898,历年真题,历年真题,2017年真题第二单元
Ⅱ型超敏反应导致的疾病是,"Ⅱ型超敏反应又称细胞溶解型变态反应或细胞毒型变态反应。细胞上的抗原与抗体结合时，由于补体、吞噬细胞或K细胞的作用，细胞被破坏。例如血型不符的输血反应，新生儿溶血反应和药物引起的溶血性贫血都属于Ⅱ型超敏反应。
　　【避错】变态反应按免疫机制的不同可分为四类，即Ⅰ型变态反应、Ⅱ型变态反应、Ⅲ型变态反应、Ⅳ型变态反应。Ⅰ型超敏反应又称过敏性变态反应，血清过敏性休克、食物过敏性腹泻、花粉过敏性哮喘均属于Ⅰ型超敏反应：接触性皮炎属于Ⅳ型超敏反应。",,B,青霉素过敏性休克,新生儿溶血病,接触性皮炎,食物过敏性腹泻,花粉过敏性哮喘,ATEST,43024676,,3,18,898,历年真题,历年真题,2017年真题第二单元
关于流行病学，下列说法正确的是,"流行病学是研究人群中疾病与健康状况的分布及其影响因素，并研究防治疾病及促进健康的策略和措施的科学。
　　【避错】流行病学特点如下。①研究对象是人群；②关注的事件包括疾病与健康状况；③研究的内容包括揭示现象、找出原因、提供措施、评价效果；④目的是防治疾病、促进健康。",,C,从个体的角度研究疾病和健康状况分布及其影响因素,侧重研究传染病的流行特征和防治措施,研究人群中疾病和健康状况的分布及其影响因素,只研究疾病的防治措施,侧重研究慢性病的危险因素,ATEST,43024677,,3,18,898,历年真题,历年真题,2017年真题第二单元
在继发性主动转运过程中，驱动小管液葡萄糖进入肾小管上皮细胞的直接动力是,"继发性主动转运不直接消耗能量，但是需要依赖主动转运所形成的浓度差，故葡萄糖继发性主动转运的直接动力为细胞膜两侧的钠离子的浓度差。
　　【避错】继发性主动转运的原动力来自ATP分解，即功能磷酸键释放的能量。",,B,膜内外两侧的电位差,钠泵活动造成的膜两侧Na[SBjia.gif]浓度差,泵蛋白水解ATP释放的能量,由同向转入细胞的物质提供能量,同向转运体水解ATP释放的能量,ATEST,43024678,,3,18,898,历年真题,历年真题,2017年真题第二单元
适用于“主动-被动型”医患关系模式的患者群体中一般不包括,"慢性焦虑患者属于慢性病，医患双方需要实施共同合作模式来治疗。
　　【避错】主动—被动型医患关系模式主要用于急危重患者：如昏迷、休克的患者；其次无自主能力的患者也需要主动—被动型医患关系模式，A、B、D选项中的患者适用主动—被动型医患关系模式。",,C,昏迷患者,婴幼儿患者,焦虑症患者,痴呆患者,精神分裂症缺乏自知力患者,ATEST,43024679,,3,18,898,历年真题,历年真题,2017年真题第二单元
结核分枝杆菌敏感的理化因素是,"结核分枝杆菌的脂类含量高，对某些理化因子的抵抗力较强，在干痰中可存活6~8个月。对酸、碱、干燥、自然环境有较强抵抗力，但对湿热、紫外线、乙醇的抵抗力弱。
　　【避错】结核分枝杆菌对紫外线比较敏感，太阳光直射下痰中结核分枝杆菌经2~7小时可被杀死，实验室或病房常用紫外线灯消毒，10W紫外线距离照射物0.5~1m，照射30分钟具有明显的杀菌作用。",,C,碱,酸,紫外线,干燥,寒冷,ATEST,43024680,,3,18,898,历年真题,历年真题,2017年真题第二单元
对疑似甲类传染病患者予以隔离所体现的公共卫生伦理原则是,对甲类传染病患者实施强制隔离措施时，应当遵循的公共卫生伦理原则是全社会参与原则。,,E,社会公益原则,互助协同原则,信息公开原则,社会公正原则,全社会参与原则,ATEST,43024681,,3,18,898,历年真题,历年真题,2017年真题第二单元
男，17岁。水肿1周，辅助检查：尿蛋白（+++），尿沉渣镜检：红细胞0~1/HP，24小时尿蛋白定量7.6g，血肌酐76μmol/L，肾穿刺提示微小病变型肾病。其主要发病机制为,"微小病变型肾病的发病机制是T细胞功能紊乱。
　　【避错】补体C3异常多见于急性肾炎，抗基底膜抗体形成为Ⅰ型急进性肾小球肾炎的典型病理表现，免疫复合物沉积多见于Ⅱ型急进性肾小球肾炎。肾小球微血栓形成可见于狼疮性肾炎。",,C,补体C3异常,免疫复合物沉积,T细胞功能紊乱,肾小球微血栓形成,抗基底膜抗体形成,ATEST,43024682,,3,18,898,历年真题,历年真题,2017年真题第二单元
一名45岁的男性，由于患肺结核病而就诊，经问诊得知他已经吸烟20年，每天吸一包烟。他表示考虑在未来一个月内戒烟，作为一名临床医生，你要做的是,"医生对患者戒烟表示肯定和赞许是患者戒烟的强化因素，促进患者戒烟。
　　【避错】强调戒烟的好处，告知吸烟的危害是帮助患者做出戒烟的决定。一般不提倡药物戒烟。",,B,强调戒烟的好处,和病人一起确定戒烟日,提供戒烟药物,随访,告知吸烟的危害,ATEST,43024683,,3,18,898,历年真题,历年真题,2017年真题第二单元
炎热夏季的某一天，气压很低，强烈阳光照射着交通繁忙的城市，一些居民突然出现了不同程度的眼睛红肿、流泪、咽痛、喘息、咳嗽、呼吸困难、头痛、胸闷等症状，导致出现这些症状可能的原因,"强烈阳光照射为二次污染物光化学烟雾。
　　【避错】光化学烟雾是由汽车、工厂等污染源排入大气的碳氢化合物和氮氧化物等一次污染物，在阳光的作用下发生化学反应，生成臭氧、醛、酮、酸、过氧乙酰硝酸酯等二次污染物，参与光化学反应过程的一次污染物和二次污染物的混合物所形成的烟雾污染现象叫做光化学烟雾。人和动物受到主要伤害是眼睛和黏膜受刺激、头痛、呼吸障碍、慢性呼吸道疾病恶化、儿童肺功能异常等。",,C,CO急性中毒,煤烟型烟雾,光化学烟雾,附近火山喷发烟雾,某种传染病流行,ATEST,43024684,,3,18,898,历年真题,历年真题,2017年真题第二单元
女，30岁。呕吐，腹胀5天。神志不清，胡言乱语1天。平素体健。查体：T36.5℃，P90次/分，R18次/分，BP120/80mmHg，巩膜明显黄染，心肺未见明显异常。腹软，无压痛。肝浊音界缩小。实验室检查：血ALT520U/L。TBiL215μmol，DBil138μmol。其典型的肝脏病理改变主要是,"患者急性起病，病情发展迅速，转氨酶和胆红素均升高，考虑为急性重型肝炎。急性重型肝炎的典型病理改变为：肝脏体积缩小，镜下肝细胞坏死广泛而严重，肝细胞索解离，肝细胞溶解，出现弥散性大片坏死。
　　【避错】汇管区纤维化是肝硬化的前期病变。",,B,汇管区纤维化,多个小叶或大块肝细胞坏死,淤血性改变,汇管区中性粒细胞浸润,肝细胞脂肪变性,ATEST,43024685,,3,18,898,历年真题,历年真题,2017年真题第二单元
男，68岁。吸烟、饮酒40多年。有高血压病史。某年冬天晨起时发现左下肢不能动，入院后诊断为脑卒中。以下医生的建议不合理的是,"脑卒中包括脑缺血性和出血性疾病，发病的直接原因是脑部血液供应发生障碍，而非天气寒冷，天气冷为脑血管疾病发病的诱因。
　　【避错】对于脑卒中患者治疗的同时应进行二级预防，控制危险因素，预防再发；通过康复治疗可提高患者的生活质量。",,E,不良生活方式是疾病原因之一，应戒烟限酒,控制血压，预防再发,告知患者定期来医院检查身体,告知患者康复注意事项,告知患者天气太冷是引发该病的直接因素,ATEST,43024686,,3,18,898,历年真题,历年真题,2017年真题第二单元
女，30岁。因慢性皮肤溃疡迁延不愈需接受高压氧治疗。患者对高压氧舱的封闭环境感到十分恐惧。心理医生与患者进行了充分的沟通，在做好各种应急准备之后，让患者直接进入高压氧舱以快速克服恐惧心理。同时完成高压氧治疗。这种心理治疗方法是,"冲击疗法是行为治疗的一种方法，通过直接使患者处于他所恐惧的情境之中，收到物极必反的效果，从而消除恐惧，主要用于恐惧症的治疗。
　　【避错】系统脱敏属于交互抑制，就是每一次只引起患者一点点焦虑，然后用全身松弛的办法去克制它。厌恶疗法是应用惩罚的厌恶性刺激以消除或减少某种适应不良行为的方法。",,B,放松训练,冲击疗法,厌恶疗法,系统脱敏法,认知疗法,ATEST,43024687,,3,18,898,历年真题,历年真题,2017年真题第二单元
梁某的姐姐因患子宫脱垂在某医院接受手术治疗，术后第3天突然死亡。梁某对死因提出质疑，要求复印其姐姐的全部病例资料。医院工作人员依据《医疗事故处理条例》提供了其有权复印的病例资料。以下病例资料中可复印的是,"病例资料中的客观资料可以复印，住院志是客观资料，可复印。
　　【避错】病例资料中的主观资料不可复印，如查房记录、会诊意见等。",,E,会诊意见,上级医师查房记录,死亡病例讨论记录,病程记录,住院志,ATEST,43024688,,3,18,898,历年真题,历年真题,2017年真题第二单元
男，35岁。反复上腹痛5年，再发1个月，加重2天，5年来反复上腹痛，多发生于饥饿时，进食及口服碱性药可缓解，1个月来再发上腹痛，口服碱性药物缓解不满意，2天来上腹痛加重向后背放射，查体：上腹部压痛。血清淀粉酶320U/L，该患者最可能的诊断是,"患者有典型的饥饿痛（疼痛-进食-缓解），为十二指肠溃疡。十二指肠球后溃疡，溃疡多在后内侧壁，可穿透入胰腺，致疼痛加重，淀粉酶升高。
　　【避错】胃及十二指肠球部溃疡均可出现规律上腹部疼痛。胃溃疡（GU）多在餐后痛，十二指肠溃疡（DU）表现为饥饿痛，进食后缓解，约半数患者有午夜疼痛。",,E,十二指肠球前壁溃疡,胃窦溃疡,胃底溃疡,胃体溃疡,十二指肠球后壁溃疡,ATEST,43024689,,3,18,898,历年真题,历年真题,2017年真题第二单元
为保障工人的健康，预防职业病的发生，按照《职业病防治法》的要求，某化工厂定期进行生产环境监测，为工人进行健康检查，建立健康档案并定期分析。以上所做的工作为,"健康监护是通过各种检查和分析，掌握职工健康状况，早期发现健康损害，以评价职业性有害因素对接触者健康的影响及其程度。
　　【避错】生物监测是利用生物个体、种群或群落对环境污染或变化所产生的反应说明环境污染状况，从生物学角度为环境质量的监测和评价提供依据。",,D,职业流行病学研究,现场劳动卫生学调查,生物监测,健康监护,职业危险风险评估,ATEST,43024690,,3,18,898,历年真题,历年真题,2017年真题第二单元
男，78岁。反复咳嗽、咳痰50年，心悸、气促10年，再发10天。吸烟40年，30支/日。查体：T36.0℃，P120次/分，R32次/分，BP135/80mmHg，SpO[XB2.gif]87%（吸氧）。桶状胸，肋间隙增宽，两侧呼吸运动对称，触觉语颤减低，胸部叩诊呈过清音，双肺呼吸音减弱，双肺可闻及细湿啰音和少量哮鸣音。动脉血气分析示pH7.38，PaO[XB2.gif]50.4mmHg，PaCO[XB2.gif]56.8mmHg，肺功能检查：FEV[XB1.gif]占预计值27%，FEV[XB1.gif]/FVC34%，该患者不宜吸入高浓度氧的原因是高浓度可解除,"老年男性，有吸烟史，反复的咳、痰、喘诊断为慢性支气管炎，查体有肺气肿体征，血气分析提示Ⅱ型呼衰，FEV[XB1.gif]/FVC<0.7，已经进展为COPD急性加重期，应该采用低流量吸氧，防止血氧含量过高。
　　【避错】CO[XB2.gif]潴留是通气功能不良的结果，慢性高碳酸血症患者呼吸中枢的化学感受器对CO[XB2.gif]反应性差，呼吸主要靠低氧血症对颈动脉体、主动脉体化学感受器的刺激来维持。若吸入高浓度氧，使血氧迅速上升，解除了低氧对外周化学感受器的刺激，便会抑制患者呼吸，造成通气状况进一步恶化，CO[XB2.gif]上升，严重时陷入CO[XB2.gif]麻醉状态。低氧刺激外周化学感受器；CO[XB2.gif]刺激中枢化学感受器。",,D,外周化学感受器对低氧存在的适应现象,低氧对呼吸中枢的直接兴奋作用,中枢化学感受器对低氧存在的适应现象,低氧对外周化学感受器的兴奋作用,低氧对中枢化学感受器的兴奋作用,ATEST,43024691,,3,18,898,历年真题,历年真题,2017年真题第二单元
研究者欲比较两种中成药对口腔溃疡的治疗效果是否有差别，用“有效、一般、无效”作为评价疗效的指标。宜采用的统计分析方法是,"秩和检验是一种常用的非参数统计方法，适用于非正态分布或分布类型不清楚的资料，不能准确测量，只能以严重程度等表示的等级资料。
　　【避错】t检验主要用于样本含量较小（例如n<50），总体标准差未知的正态分布资料。方差分析是从观测变量的方差入手，研究诸多控制变量中哪些变量是对观测变量有显著影响的变量。当已知标准差时，验证一组数的均值是否与某一期望值相等时，用Z检验。回归分析是确定两种或两种以上变量间相互依赖的定量关系的一种统计分析方法。",,D,t检验,方差分析,Z检验,秩和检验,回归分析,ATEST,43024692,,3,18,898,历年真题,历年真题,2017年真题第二单元
男，45岁。湖北渔民，经常腹痛、腹泻，体力逐渐下降半年，当地有类似患者。查体：体温正常，慢性病容，腹膨隆，脾肋下2cm，移动性浊音（+），血常规：Hb90g/L，WBC2.5×10[SB9.gif]/L，N0.6，本患者所患疾病的病理特点是,"渔民出现腹泻症状，且当地有类似患者症状，应考虑日本血吸虫。日本血吸虫病是由日本血吸虫寄生于门静脉系统所引起的疾病，由皮肤接触含尾蚴的疫水而感染，主要病变为虫卵沉积于肠道和肝脏等组织引起的虫卵肉芽肿。急性期患者有发热、腹痛腹泻或脓血便，肝大与压痛，血中嗜酸性粒细胞显著增多。慢性期患者以肝脾大或慢性腹泻为主。晚期则以门静脉周围纤维化病变为主，可发展为肝硬化、巨脾、腹水等。
　　【避错】门静脉血栓形成的病因很复杂，主要有炎症性、肿瘤性、凝血功能障碍性、腹腔手术后、外伤性及原因不明性等。25%~30%的成人门静脉血栓病例继发于肝硬化。肝细胞坏死及假小叶形成见于肝硬化。干酪样坏死见于结核病变。",,C,门静脉血栓形成,肝细胞坏死及假小叶形成,肝内门静脉周围纤维化,肝静脉血栓形成,干酪样坏死,ATEST,43024693,,3,18,898,历年真题,历年真题,2017年真题第二单元
女，45岁。体检发现右乳肿块，直径2cm，活动度差，边界不清。术后病理可见乳腺间质中有串珠样单行癌细胞排列。最可能的诊断是,"乳腺癌中小叶浸润癌由小叶原位癌穿透基底膜向间质浸润所致，主要特点是浸润的癌细胞在间质中呈单行串珠状。
　　【避错】①导管原位癌即导管内癌，发生于乳腺中小导管，癌细胞局限于不同程度扩张的导管内，管壁基底膜完整。②小叶原位癌，癌细胞局限于管泡内，未穿破其基底膜，小叶结构存在。③乳腺浸润性导管癌中癌组织呈条索或岛屿状分布，在间质内浸润性生长。④髓样癌由明显异型的大细胞组成，伴有大量淋巴细胞浸润。",,C,导管原位癌,小叶原位癌,小叶浸润癌,髓样癌,导管浸润癌,ATEST,43024694,,3,18,898,历年真题,历年真题,2017年真题第二单元
为加强妇女保健工作，某大型企业组织全体女职工进行健康检查，采用快速的医学检查方法，从表面健康的女职工中查出乳腺癌和宫颈癌的可疑患者，再进一步确诊后给予早期治疗，这种疾病防治策略属于,"疾病筛查就是运用快速、简便的体格检查或实验室检查以及危险因素监测与评估等手段，在健康人群中发现未被识别的患者或有健康缺陷的人。目的是将处于早期或亚临床阶段的患者、缺陷者及高危个体从人群中挑选出来。
　　【避错】记忆型题。",,B,早期特异预防,疾病的筛检,高危人群的健康体检,重点疾病的抽样调查,一般健康促进,ATEST,43024695,,3,18,898,历年真题,历年真题,2017年真题第二单元
男，45岁。因焦虑症接受心理治疗，在治疗过程中患者多次约治疗师看电影，并多次打电话叮嘱治疗师“可能下雨要带雨伞”或者“气温下降要添加衣服”等。患者的这种表现是,"移情是治疗者把过去某些重要人物的情感移植到治疗师身上，从而重新处理早期未能解决的冲突，使问题有可能得到积极有利的解决。
　　【避错】“阻抗”是一种无意识的心理过程，其目的是阻止受压抑的冲突意识化。“象征”即用一种中性事物来替代一种忌讳的事物可减少或避免引起梦中自我的痛苦或创伤。“投射”指在梦中将自己某些不好的愿望与意念，投射于他人，而减轻对自我的谴责。“认同”是指个体向比自己地位或成就高的人的认同，以消除个体在现实生活中因无法获得成功或满足时而产生的挫折所带来的焦虑。",,B,象征,移情,认同,阻抗,投射,ATEST,43024696,,3,18,898,历年真题,历年真题,2017年真题第二单元
